"prodcodeid","dmdid","bnfcode","termfromemis","dmdproductdescription","bnfname","productname","dmdlevel","vpid","atc","formulation","routeofadministration","drugsubstancename","substancestrength","category","term"
"772941000033117","39717411000001100","0301020I0AAAIAI","ipratropium bromide 40microgram inhalation powder capsules","ipratropium bromide 40microgram inhalation powder capsules","ipratropium bromide 40microgram inhalation powder capsules","ipratropium bromide 40microgram inhalation powder capsules","VMP","39717411000001100","R03BB01","inhalation powder","inhalation","ipratropium bromide","40.000microgram","sama","Ipratropium bromide 40microgram inhalation powder capsules"
"773041000033110","39717311000001107","0301020I0AAAHAH","ipratropium bromide 40microgram inhalation powder capsules with device","ipratropium bromide 40microgram inhalation powder capsules with device","ipratropium bromide 40microgram inhalation pdr caps with dev","ipratropium bromide 40microgram inhalation powder capsules with device","VMP","39717311000001107","R03BB01","inhalation powder","inhalation","ipratropium bromide","40.000microgram","sama","Ipratropium bromide 40microgram inhalation powder capsules with device"
"7871241000033116","8485311000001109","0501030I0AAAHAH","doxycycline 50mg/5ml oral suspension","doxycycline 50mg/5ml oral suspension","doxycycline 50mg/5ml oral solution","doxycycline 50mg/5ml oral suspension","VMP","8485311000001109","J01AA02","oral suspension","oral","doxycycline hyclate","10.000mg/1.000ml","abx","Doxycycline 50mg/5ml oral suspension"
"8028941000033114","NA","NA","symbicort turbuhaler 320/9 micrograms/dose","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","laba-ics",NA
"804941000033116","40811000001101","0501050B0BBAEAE","klaricid xl 500mg tablets (mylan)","klaricid xl 500mg tablets (viatris uk healthcare ltd)","klaricid xl 500mg tablets","klaricid xl 500mg tablets","AMP","36142611000001107","J01FA09","modified-release tablet","oral","clarithromycin","500.000mg","abx","Klaricid XL 500mg tablets (Viatris UK Healthcare Ltd)"
"805141000033117","917411000001101","0501050B0BBABAB","klaricid paediatric 125mg/5ml oral suspension (mylan)","klaricid paediatric 125mg/5ml oral suspension (viatris uk healthcare ltd)","klaricid paediatric 125mg/5ml oral suspension","klaricid paediatric 125mg/5ml oral suspension","AMP","35368711000001104","J01FA09","oral suspension","oral","clarithromycin","25.000mg/1.000ml","abx","Klaricid Paediatric 125mg/5ml oral suspension (Viatris UK Healthcare Ltd)"
"805341000033119","3253811000001107","0501050B0BBAFAF","klaricid adult 250mg granules sachets (mylan)","klaricid adult 250mg granules sachets (viatris uk healthcare ltd)","klaricid adult 250mg granules sachets","klaricid adult 250mg granules sachets","AMP","324248006","J01FA09","granules","oral","clarithromycin","250.000mg","abx","Klaricid Adult 250mg granules sachets (Viatris UK Healthcare Ltd)"
"805441000033113","463111000001102","0501050B0BBADAD","klaricid 500 tablets (abbott laboratories ltd)","klaricid 500 tablets (abbott laboratories ltd)","klaricid 500 tablets","klaricid 500 tablets","AMP","324244008","J01FA09","tablet","oral","clarithromycin","500.000mg","abx","Klaricid 500 tablets (Abbott Laboratories Ltd)"
"8056941000033114","38893611000001108","0301020R0AAAAAA","aclidinium bromide 375micrograms/dose dry powder inhaler","aclidinium bromide 375micrograms/dose dry powder inhaler","aclidinium bromide 375micrograms/dose dry powder inhaler","aclidinium bromide 375micrograms/dose dry powder inhaler","VMP","38893611000001108","R03BB05","inhalation powder","inhalation","aclidinium bromide","375.000microgram/1.000dose","lama","Aclidinium bromide 375micrograms/dose dry powder inhaler"
"8057341000033112","20985511000001101","0301020R0BBAAAA","eklira 322micrograms/dose genuair (astrazeneca uk ltd)","eklira 322micrograms/dose genuair (astrazeneca uk ltd)","eklira 322micrograms/dose genuair","eklira 322micrograms/dose genuair","AMP","38893611000001108","R03BB05","inhalation powder","inhalation","aclidinium bromide","375.000microgram/1.000dose","lama","Eklira 322micrograms/dose Genuair (AstraZeneca UK Ltd)"
"805741000033118","220811000001105","0501050B0BBAAAA","klaricid 250mg tablets (abbott laboratories ltd)","klaricid 250mg tablets (abbott laboratories ltd)","klaricid 250mg tablets","klaricid 250mg tablets","AMP","324238009","J01FA09","tablet","oral","clarithromycin","250.000mg","abx","Klaricid 250mg tablets (Abbott Laboratories Ltd)"
"8101641000033112","21113911000001100","0302000N0AABLBL","fluticasone 50micrograms/dose / formoterol 5micrograms/dose inhaler cfc free","fluticasone 50micrograms/dose / formoterol 5micrograms/dose inhaler cfc free","fluticasone 50microg / formoterol 5microg/dose inh cfc free","fluticasone 50micrograms/dose / formoterol 5micrograms/dose inhaler cfc free","VMP","21113911000001100","R03AK11","pressurised inhalation","inhalation","fluticasone propionate/ formoterol fumarate dihydrate","50.000microgram/1.000dose + 5.000microgram/1.000dose","laba-ics","Fluticasone 50micrograms/dose / Formoterol 5micrograms/dose inhaler CFC free"
"8101741000033115","21113711000001102","0302000N0AABJBJ","fluticasone 125micrograms/dose / formoterol 5micrograms/dose inhaler cfc free","fluticasone 125micrograms/dose / formoterol 5micrograms/dose inhaler cfc free","fluticasone 125microg / formoterol 5microg/dose inh cfc free","fluticasone 125micrograms/dose / formoterol 5micrograms/dose inhaler cfc free","VMP","21113711000001102","R03AK11","pressurised inhalation","inhalation","fluticasone propionate/ formoterol fumarate dihydrate","125.000microgram/1.000dose + 5.000microgram/1.000dose","laba-ics","Fluticasone 125micrograms/dose / Formoterol 5micrograms/dose inhaler CFC free"
"8101841000033113","21113811000001105","0302000N0AABKBK","fluticasone 250micrograms/dose / formoterol 10micrograms/dose inhaler cfc free","fluticasone 250micrograms/dose / formoterol 10micrograms/dose inhaler cfc free","fluticasone 250microg / formoterol 10microg/dose inh cfcfree","fluticasone 250micrograms/dose / formoterol 10micrograms/dose inhaler cfc free","VMP","21113811000001105","R03AK11","pressurised inhalation","inhalation","fluticasone propionate/ formoterol fumarate dihydrate","250.000microgram/1.000dose + 10.000microgram/1.000dose","laba-ics","Fluticasone 250micrograms/dose / Formoterol 10micrograms/dose inhaler CFC free"
"8101941000033117","21020611000001104","0302000N0BDACBL","flutiform 50micrograms/dose / 5micrograms/dose inhaler (napp pharmaceuticals ltd)","flutiform 50micrograms/dose / 5micrograms/dose inhaler (napp pharmaceuticals ltd)","flutiform 50micrograms/dose / 5micrograms/dose inhaler","flutiform 50micrograms/dose / 5micrograms/dose inhaler","AMP","21113911000001100","R03AK11","pressurised inhalation","inhalation","fluticasone propionate/ formoterol fumarate dihydrate","50.000microgram/1.000dose + 5.000microgram/1.000dose","laba-ics","Flutiform 50micrograms/dose / 5micrograms/dose inhaler (Napp Pharmaceuticals Ltd)"
"8102041000033111","21019411000001101","0302000N0BDAABJ","flutiform 125micrograms/dose / 5micrograms/dose inhaler (napp pharmaceuticals ltd)","flutiform 125micrograms/dose / 5micrograms/dose inhaler (napp pharmaceuticals ltd)","flutiform 125micrograms/dose / 5micrograms/dose inhaler","flutiform 125micrograms/dose / 5micrograms/dose inhaler","AMP","21113711000001102","R03AK11","pressurised inhalation","inhalation","fluticasone propionate/ formoterol fumarate dihydrate","125.000microgram/1.000dose + 5.000microgram/1.000dose","laba-ics","Flutiform 125micrograms/dose / 5micrograms/dose inhaler (Napp Pharmaceuticals Ltd)"
"8102141000033110","21019711000001107","0302000N0BDABBK","flutiform 250micrograms/dose / 10micrograms/dose inhaler (napp pharmaceuticals ltd)","flutiform 250micrograms/dose / 10micrograms/dose inhaler (napp pharmaceuticals ltd)","flutiform 250micrograms/dose / 10micrograms/dose inhaler","flutiform 250micrograms/dose / 10micrograms/dose inhaler","AMP","21113811000001105","R03AK11","pressurised inhalation","inhalation","fluticasone propionate/ formoterol fumarate dihydrate","250.000microgram/1.000dose + 10.000microgram/1.000dose","laba-ics","Flutiform 250micrograms/dose / 10micrograms/dose inhaler (Napp Pharmaceuticals Ltd)"
"8141741000033112","21496211000001102","0301020S0AAAAAA","glycopyrronium bromide 55microgram inhalation powder capsules with device","glycopyrronium bromide 55microgram inhalation powder capsules with device","glycopyrronium bromide 55microg inhalation pdr caps with dev","glycopyrronium bromide 55microgram inhalation powder capsules with device","VMP","21496211000001102","R03BB06","inhalation powder","inhalation","glycopyrronium bromide","55.000microgram","lama","Glycopyrronium bromide 55microgram inhalation powder capsules with device"
"8141841000033119","21495411000001107","0301020S0BBAAAA","seebri breezhaler 44microgram inhalation powder capsules with device (novartis pharmaceuticals uk ltd)","seebri breezhaler 44microgram inhalation powder capsules with device (novartis pharmaceuticals uk ltd)","seebri breezhaler 44microgram inhalation pdr caps with dev","seebri breezhaler 44microgram inhalation powder capsules with device","AMP","21496211000001102","R03BB06","inhalation powder","inhalation","glycopyrronium bromide","55.000microgram","lama","Seebri Breezhaler 44microgram inhalation powder capsules with device (Novartis Pharmaceuticals UK Ltd)"
"8491641000033114","22503111000001109","0301011R0BZAAAP","airsalb 100micrograms/dose inhaler cfc free (sandoz ltd)","airsalb 100micrograms/dose inhaler cfc free (sandoz ltd)","airsalb 100micrograms/dose inhaler cfc free","airsalb 100micrograms/dose inhaler cfc free","AMP","39113611000001102","R03AC02","pressurised inhalation","inhalation","salbutamol sulfate","100.000microgram/1.000dose","saba","AirSalb 100micrograms/dose inhaler CFC free (Sandoz Ltd)"
"8494441000033110","32652311000001103","0603020T0BNAAAF","dilacort 2.5mg gastro-resistant tablets (crescent pharma ltd)","dilacort 2.5mg gastro-resistant tablets (crescent pharma ltd)","dilacort 2.5mg gastro-resistant tablets (cresent pharma)","dilacort 2.5mg gastro-resistant tablets","AMP","325442004","H02AB06","gastro-resistant tablet","oral","prednisolone","2.500mg","ocs","Dilacort 2.5mg gastro-resistant tablets (Crescent Pharma Ltd)"
"8494541000033111","32652511000001109","0603020T0BNABAG","dilacort 5mg gastro-resistant tablets (crescent pharma ltd)","dilacort 5mg gastro-resistant tablets (crescent pharma ltd)","dilacort 5mg gastro-resistant tablets (cresent pharma)","dilacort 5mg gastro-resistant tablets","AMP","325443009","H02AB06","gastro-resistant tablet","oral","prednisolone","5.000mg","ocs","Dilacort 5mg gastro-resistant tablets (Crescent Pharma Ltd)"
"8536141000033111","22650111000001100","0301011U0BFAAAH","vertine 25micrograms/dose inhaler cfc free (teva uk ltd)","vertine 25micrograms/dose inhaler cfc free (teva uk ltd)","vertine 25micrograms/dose inhaler cfc free","vertine 25micrograms/dose inhaler cfc free","AMP","10075611000001101","R03AC12","pressurised inhalation","inhalation","salmeterol xinafoate","25.000microgram/1.000dose","laba","Vertine 25micrograms/dose inhaler CFC free (Teva UK Ltd)"
"857741000033118","435911000001105","0501013L0BBAAAA","magnapen 250mg/250mg capsules (wockhardt uk ltd)","magnapen 250mg/250mg capsules (wockhardt uk ltd)","magnapen 250mg/250mg capsules","magnapen 250mg/250mg capsules","AMP","39732711000001100","J01CA51","capsule","oral","ampicillin trihydrate/ flucloxacillin sodium","250.000mg + 250.000mg","abx","Magnapen 250mg/250mg capsules (Wockhardt UK Ltd)"
"867741000033114","3098711000001105","0501013L0BBADAD","magnapen syrup (wockhardt uk ltd)","magnapen syrup (wockhardt uk ltd)","magnapen syrup","magnapen syrup","AMP","36090611000001106","J01CA51","oral suspension","oral","ampicillin trihydrate/ flucloxacillin magnesium","25.000mg/1.000ml + 25.000mg/1.000ml","abx","Magnapen syrup (Wockhardt UK Ltd)"
"88241000033118","24011000001103","0301020I0BBAAAA","atrovent 20micrograms/dose inhaler (boehringer ingelheim ltd)","atrovent 20micrograms/dose inhaler (boehringer ingelheim ltd)","atrovent 20micrograms/dose inhaler","atrovent 20micrograms/dose inhaler","AMP","36049311000001103","R03BB01","pressurised inhalation","inhalation","ipratropium bromide","20.000microgram/1.000dose","sama","Atrovent 20micrograms/dose inhaler (Boehringer Ingelheim Ltd)"
"88341000033111","3235911000001100","0301020I0BBAIAI","atrovent 40microgram aerocaps (boehringer ingelheim ltd)","atrovent 40microgram aerocaps (boehringer ingelheim ltd)","atrovent 40microgram aerocaps","atrovent 40microgram aerocaps","AMP","39717411000001100","R03BB01","inhalation powder","inhalation","ipratropium bromide","40.000microgram","sama","Atrovent 40microgram Aerocaps (Boehringer Ingelheim Ltd)"
"88441000033117","3238911000001106","0301020I0BBAHAH","atrovent 40microgram aerocaps with aerohaler (boehringer ingelheim ltd)","atrovent 40microgram aerocaps with aerohaler (boehringer ingelheim ltd)","atrovent 40microgram aerocaps with aerohaler","atrovent 40microgram aerocaps with aerohaler","AMP","39717311000001107","R03BB01","inhalation powder","inhalation","ipratropium bromide","40.000microgram","sama","Atrovent 40microgram Aerocaps with Aerohaler (Boehringer Ingelheim Ltd)"
"88541000033116","351411000001106","0301020I0BBAGAG","atrovent 20micrograms/dose autohaler (boehringer ingelheim ltd)","atrovent 20micrograms/dose autohaler (boehringer ingelheim ltd)","atrovent 20micrograms/dose autohaler","atrovent 20micrograms/dose autohaler","AMP","36049211000001106","R03BB01","pressurised inhalation","inhalation","ipratropium bromide","20.000microgram/1.000dose","sama","Atrovent 20micrograms/dose Autohaler (Boehringer Ingelheim Ltd)"
"89441000033110","347611000001103","0301020I0BBADAD","atrovent forte 40micrograms/dose inhaler (boehringer ingelheim ltd)","atrovent forte 40micrograms/dose inhaler (boehringer ingelheim ltd)","atrovent forte 40micrograms/dose inhaler","atrovent forte 40micrograms/dose inhaler","AMP","36049411000001105","R03BB01","pressurised inhalation","inhalation","ipratropium bromide","40.000microgram/1.000dose","sama","Atrovent Forte 40micrograms/dose inhaler (Boehringer Ingelheim Ltd)"
"8946841000033112","23661311000001105","0302000V0AAAAAA","fluticasone furoate 184micrograms/dose / vilanterol 22micrograms/dose dry powder inhaler","fluticasone furoate 184micrograms/dose / vilanterol 22micrograms/dose dry powder inhaler","fluticasone furoate 184microg/vilanterol 22microg/dose","fluticasone furoate 184micrograms/dose / vilanterol 22micrograms/dose dry powder inhaler","VMP","23661311000001105","R03AK10","inhalation powder","inhalation","fluticasone furoate/ vilanterol","184.000microgram/1.000dose + 22.000microgram/1.000dose","laba-ics","Fluticasone furoate 184micrograms/dose / Vilanterol 22micrograms/dose dry powder inhaler"
