"cat","medcodeid","aurumterm","disease_num","score","term"
"Diabetes (uncomplicated)","411891014","unstable diabetes",6,0,"Unstable diabetes"
"Diabetes (uncomplicated)","308811000000110","referral to diabetic eye clinic",6,0,"Referral to diabetic eye clinic"
"Diabetes (uncomplicated)","19931010","brittle diabetes",6,0,"Brittle diabetes"
"Diabetes (uncomplicated)","2533106011","referral to diabetes preconception counselling clinic",6,0,"Referral to diabetes preconception counselling clinic"
"Diabetes (uncomplicated)","2249831000000111","in-house diabetic foot screening",6,0,"In-house diabetic foot screening"
"Diabetes (uncomplicated)","292589019","type ii diabetes mellitus - poor control",6,0,"Type II diabetes mellitus - poor control"
"Diabetes (uncomplicated)","2230301000000116","diabetic foot screening invitation third letter",6,0,"Diabetic foot screening invitation third letter"
"Diabetes (uncomplicated)","451410016","o/e - right diabetic foot at risk",6,0,"O/E - Right diabetic foot at risk"
"Diabetes (uncomplicated)","264719017","diabetic - follow-up default",6,0,"Diabetic - follow-up default"
"Diabetes (uncomplicated)","418920011","diabetic child",6,0,"History of diabetes mellitus in child of subject"
"Diabetes (uncomplicated)","1658821000000117","diabetic dietary review",6,0,"Diabetic dietary review"
"Diabetes (uncomplicated)","1488394019","o/e - right diabetic foot at high risk",6,0,"O/E - Right diabetic foot at high risk"
"Diabetes (uncomplicated)","1488898011","hyperosmolar non-ketotic state in type 2 diabetes mellitus",6,0,"Hyperosmolar non-ketotic state in type 2 diabetes mellitus"
"Diabetes (uncomplicated)","1488405010","diabetic foot risk assessment",6,0,"Diabetic foot risk assessment"
"Diabetes (uncomplicated)","292488013","other specified diabetes mellitus with coma",6,0,"Coma associated with diabetes mellitus"
"Diabetes (uncomplicated)","84521000006116","type 2 diabetes mellitus with hypoglycaemic coma",6,0,"Type 2 diabetes mellitus with hypoglycaemic coma"
"Diabetes (uncomplicated)","377001000006117","[x]diabetes mellitus",6,0,"[X]Diabetes mellitus"
"Diabetes (uncomplicated)","453910015","hba1 - diabetic control",6,0,"Haemoglobin A1C - diabetic control finding"
"Diabetes (uncomplicated)","301611000000118","diabetic monitoring - lower risk albumin excretion",6,0,"Diabetes monitoring lower risk albumin excretion"
"Diabetes (uncomplicated)","429971019","unstable type 1 diabetes mellitus",6,0,"Unstable type 1 diabetes mellitus"
"Diabetes (uncomplicated)","913681000006111","insulin dependent diabetes mellitus - poor control",6,0,"Insulin dependent diabetes mellitus - poor control"
"Diabetes (uncomplicated)","928531000006110","type i diabetes mellitus with ketoacidotic coma",6,0,"Type I diabetes mellitus with ketoacidotic coma"
"Diabetes (uncomplicated)","16171000000110","diabetes monitoring admin.nos",6,0,"Diabetes monitoring admin.NOS"
"Diabetes (uncomplicated)","840971000006112","diabetes mellitus autosomal dominant type 2",6,0,"Diabetes mellitus autosomal dominant type II"
"Diabetes (uncomplicated)","616701000006118","diabetes monitor.phone invite",6,0,"Diabetes monitoring telephone invite"
"Diabetes (uncomplicated)","292606016","malnutrition-related diabetes mellitus with ketoacidosis",6,0,"Malnutrition-related diabetes mellitus with ketoacidosis"
"Diabetes (uncomplicated)","1488397014","o/e - left diabetic foot at low risk",6,0,"O/E - Left diabetic foot at low risk"
"Diabetes (uncomplicated)","459162010","insulin dependent diabetes mellitus with hypoglycaemic coma",6,0,"Insulin dependent diabetes mellitus with hypoglycaemic coma"
"Diabetes (uncomplicated)","292466013","diabetes mellitus with no mention of complication",6,0,"Diabetes mellitus without complication"
"Diabetes (uncomplicated)","197984010","type 1 diabetes mellitus",6,0,"Type 1 diabetes mellitus"
"Diabetes (uncomplicated)","451411017","o/e - left diabetic foot at risk",6,0,"O/E - Left diabetic foot at risk"
"Diabetes (uncomplicated)","2159271018","seen in diabetic foot clinic",6,0,"Seen in diabetic foot clinic"
"Diabetes (uncomplicated)","63021000000116","diabetic diet - good compliance",6,0,"Good compliance with diabetic diet"
"Diabetes (uncomplicated)","719541000006111","malnutrition-related diabetes mellitus with coma",6,0,"Malnutrition-related diabetes mellitus with coma"
"Diabetes (uncomplicated)","1658941000000115","diabetic dietary review declined",6,0,"Diabetic dietary review declined"
"Diabetes (uncomplicated)","2548430017","discharged from care of diabetes specialist nurse",6,0,"Discharged from care of diabetes specialist nurse"
"Diabetes (uncomplicated)","2159955012","under care of diabetologist",6,0,"Under care of diabetologist"
"Diabetes (uncomplicated)","928501000006119","type 1 diabetes mellitus with ketoacidosis",6,0,"Ketoacidosis in type 1 diabetes mellitus"
"Diabetes (uncomplicated)","1139821000000110","unsuitable for diabetes year of care programme",6,0,"Unsuitable for diabetes year of care programme"
"Diabetes (uncomplicated)","264701014","fundoscopy - diabetic check",6,0,"Fundoscopy - diabetic check"
"Diabetes (uncomplicated)","1484886012","o/e - no left diabetic retinopathy",6,0,"O/E - no left diabetic retinopathy"
"Diabetes (uncomplicated)","736731000000118","excluded from diabetic retinopathy screening as moved away",6,0,"Excluded from diabetic retinopathy screening as moved away"
"Diabetes (uncomplicated)","1704691000006117","eligibility permanently inactive for diabetic retinop screen",6,0,"Eligibility permanently inactive for diabetic retinopathy screening"
"Diabetes (uncomplicated)","2283241000000113","diabetes structured education programme not available",6,0,"Diabetes structured education programme not available"
"Diabetes (uncomplicated)","777231000006119","injection sites - diabetic",6,0,"Diabetic monitoring - injection sites"
"Diabetes (uncomplicated)","787111000006112","iddm-insulin dependent diabetes mellitus",6,0,"IDDM-Insulin dependent diabetes mellitus"
"Diabetes (uncomplicated)","1759911000000118","diabetes care plan declined",6,0,"Diabetes care plan declined"
"Diabetes (uncomplicated)","280511000006113","non-insulin dependent diabetes mellitus with hypoglyca coma",6,0,"Non-insulin dependent diabetes mellitus with hypoglyca coma"
"Diabetes (uncomplicated)","292550013","type i diabetes mellitus - poor control",6,0,"Type I diabetes mellitus - poor control"
"Diabetes (uncomplicated)","2548633012","patient held diabetic record declined",6,0,"Provision of patient held diabetes record refused"
"Diabetes (uncomplicated)","616151000006118","diabetes mellitus - unspec whether in pregnancy/puerperium",6,0,"Diabetes mellitus - unspec whether in pregnancy/puerperium"
"Diabetes (uncomplicated)","1139861000000119","declined consent for diabetes year of care programme",6,0,"Declined consent for diabetes year of care programme"
"Diabetes (uncomplicated)","354661000006118","[x] adverse reaction to insulins and antidiabetic agents",6,0,"[X] Adverse reaction to insulins and antidiabetic agents"
"Diabetes (uncomplicated)","84661000006111","type i diabetes mellitus - poor control",6,0,"Type I diabetes mellitus poorly controlled"
"Diabetes (uncomplicated)","914391000006116","insulin treated type 2 diabetes mellitus",6,0,"Insulin treated Type 2 diabetes mellitus"
"Diabetes (uncomplicated)","1666931000000117","o/e - right diabetic foot at increased risk",6,0,"O/E - Right diabetic foot at increased risk"
"Diabetes (uncomplicated)","301641000000117","diabetic monitoring - higher risk albumin excretion",6,0,"Diabetes monitoring higher risk albumin excretion"
"Diabetes (uncomplicated)","2548205017","diabetic retinopathy screening offered",6,0,"Diabetic retinopathy screening offered"
"Diabetes (uncomplicated)","405561000000113","diabetic digital retinopathy screening offered",6,0,"Diabetic digital retinopathy screening offered"
"Diabetes (uncomplicated)","1658901000000118","type ii diabetic dietary review",6,0,"Type II diabetic dietary review"
"Diabetes (uncomplicated)","1754911000006114","excepted from diabetes qual indicators: service unavailable",6,0,"Excepted from diabetes quality indicators: service unavailable"
"Diabetes (uncomplicated)","468191000006114","adverse reaction to insulins and antidiabetic agents",6,0,"Adverse reaction to insulins and antidiabetic agents"
"Diabetes (uncomplicated)","532331000000119","diabetes structured education programme completed",6,0,"Diabetes structured education programme completed"
"Diabetes (uncomplicated)","620171000000113","referral to diabetes special interest general practitioner",6,0,"Referral to diabetes special interest general practitioner"
"Diabetes (uncomplicated)","1704791000006112","excluded from diabetic retinopthy screen as learn disability",6,0,"Excluded from diabetic retinopathy screening as learning disability"
"Diabetes (uncomplicated)","197761014","type 2 diabetes mellitus",6,0,"Type 2 diabetes mellitus"
"Diabetes (uncomplicated)","72651000006114","unstable insulin dependent diabetes mellitus",6,0,"Unstable insulin dependent diabetes mellitus"
"Diabetes (uncomplicated)","1488403015","o/e - left diabetic foot at moderate risk",6,0,"O/E - Left diabetic foot at moderate risk"
"Diabetes (uncomplicated)","2288011000000114","type i diabetes mellitus in remission",6,0,"Type I diabetes mellitus in remission"
"Diabetes (uncomplicated)","264682013","diabetic on insulin",6,0,"Diabetic on insulin"
"Diabetes (uncomplicated)","1704651000006111","diabetic retinopathy screening administrative status",6,0,"Diabetic retinopathy screening administrative status"
"Diabetes (uncomplicated)","772151000006116","insulin dependent diabetes maturity onset",6,0,"Insulin dependent diabetes maturity onset"
"Diabetes (uncomplicated)","280571000006116","non-insulin dependent diabetes mellitus",6,0,"Non-insulin dependent diabetes mellitus"
"Diabetes (uncomplicated)","356085010","maturity onset diabetes in youth type 2",6,0,"Maturity onset diabetes in youth type 2"
"Diabetes (uncomplicated)","1690631000000113","did not attend diabetes foot screening",6,0,"Did not attend diabetes foot screening"
"Diabetes (uncomplicated)","283889016","diabetology d.v. requested",6,0,"Diabetology D.V. requested"
"Diabetes (uncomplicated)","264707013","diabetic - good control",6,0,"Diabetic - good control"
"Diabetes (uncomplicated)","616641000006110","diabetes mellitus, juvenile type, with ketoacidosis",6,0,"Diabetes mellitus, juvenile type, with ketoacidosis"
"Diabetes (uncomplicated)","459695017","diabetic weight reducing diet",6,0,"Diabetic weight reducing diet"
"Diabetes (uncomplicated)","139121000000119","excepted from diabetes quality indicators: informed dissent",6,0,"Excepted from diabetes quality indicators - informed dissent"
"Diabetes (uncomplicated)","281171000006119","non-insulin dependent diabetes mellitus - poor control",6,0,"Type II diabetes mellitus uncontrolled"
"Diabetes (uncomplicated)","622221000000118","maternally inherited diabetes mellitus",6,0,"Maternally inherited diabetes mellitus"
"Diabetes (uncomplicated)","2160090014","diabetes mellitus induced by non-steroid drugs",6,0,"Diabetes mellitus induced by non-steroid drugs"
"Diabetes (uncomplicated)","299261000000111","diabetic 6 month review",6,0,"Diabetic 6 month review"
"Diabetes (uncomplicated)","264679015","diabetic on diet only",6,0,"Diabetic on diet only"
"Diabetes (uncomplicated)","189841000000113","informed dissent for diabetes national audit",6,0,"Informed dissent for diabetes national audit"
"Diabetes (uncomplicated)","1658861000000113","type i diabetic dietary review",6,0,"Type I diabetic dietary review"
"Diabetes (uncomplicated)","189721000000113","secondary diabetes mellitus without complication",6,0,"Secondary diabetes mellitus without complication"
"Diabetes (uncomplicated)","82979011","neonatal diabetes mellitus",6,0,"Neonatal diabetes mellitus"
"Diabetes (uncomplicated)","616731000006114","diabetes monitoring 1st letter",6,0,"Diabetes monitoring first letter"
"Diabetes (uncomplicated)","1230929011","secondary pancreatic diabetes mellitus",6,0,"Secondary pancreatic diabetes mellitus"
"Diabetes (uncomplicated)","2532974016","transition of diabetes care options discussed",6,0,"Transition of diabetes care options discussed"
"Diabetes (uncomplicated)","607851000006113","date diabetic treatment stopp.",6,0,"Date diabetic treatment stopped"
"Diabetes (uncomplicated)","1065811000000118","discharged from diabetes shared care programme",6,0,"Discharged from diabetes shared care programme"
